type,name,elevation_ft,iso_country,municipality,iata_code,coordinates
medium_airport,Oksywie Military Air Base,144.0,PL,Gdynia,QYD,"18.51720047, 54.57970047"
large_airport,PoznaÅ-Åawica Airport,308.0,PL,PoznaÅ,POZ,"16.8262996674, 52.421001434299995"
medium_airport,Radom Airport,610.0,PL,Radom,RDO,"21.213300705, 51.3891983032"
medium_airport,RzeszÃ³w-Jasionka Airport,675.0,PL,RzeszÃ³w,RZE,"22.0189990997, 50.1100006104"
medium_airport,"Szczecin-GoleniÃ³w ""SolidarnoÅÄ"" Airport",154.0,PL,Goleniow,SZZ,"14.902199745199999, 53.584701538100006"
closed,Redzikowo Air Base,217.0,PL,nan,OSP,"17.107500076293945, 54.47890090942383"
medium_airport,Olsztyn-Mazury Airport,463.0,PL,Olsztyn,SZY,"20.9377, 53.481899"
large_airport,Warsaw Chopin Airport,362.0,PL,Warsaw,WAW,"20.967100143399996, 52.1656990051"
large_airport,Copernicus WrocÅaw Airport,404.0,PL,WrocÅaw,WRO,"16.885799408, 51.1026992798"
medium_airport,Zielona GÃ³ra-Babimost Airport,194.0,PL,Babimost,IEG,"15.7986001968, 52.138500213600004"
small_airport,Erdenet Airport,4200.0,MN,Erdenet,ERT,"104.150555556, 48.9830555556"
medium_airport,Ronneby Airport,191.0,SE,nan,RNB,"15.265000343323, 56.266700744629"
large_airport,Gothenburg-Landvetter Airport,506.0,SE,Gothenburg,GOT,"12.279800415039, 57.662799835205"
medium_airport,JÃ¶nkÃ¶ping Airport,741.0,SE,JÃ¶nkÃ¶ping,JKG,"14.068699836730957, 57.757598876953125"
small_airport,LidkÃ¶ping-Hovby Airport,200.0,SE,LidkÃ¶ping,LDK,"13.1744, 58.4655"
medium_airport,Gothenburg City Airport,59.0,SE,Gothenburg,GSE,"11.8704, 57.7747"
medium_airport,SkÃ¶vde Airport,324.0,SE,SkÃ¶vde,KVB,"13.972700119018555, 58.45640182495117"
medium_airport,TrollhÃ¤ttan-VÃ¤nersborg Airport,137.0,SE,TrollhÃ¤ttan,THN,"12.345000267028809, 58.31809997558594"
medium_airport,Karlskoga Airport,400.0,SE,nan,KSK,"14.49590015411377, 59.34590148925781"
medium_airport,Mora Airport,634.0,SE,Mora,MXX,"14.5114, 60.957901"
medium_airport,Stockholm Skavsta Airport,140.0,SE,Stockholm / NykÃ¶ping,NYO,"16.912200927734375, 58.78860092163086"
medium_airport,Kristianstad Airport,76.0,SE,Kristianstad,KID,"14.08549976348877, 55.92169952392578"
small_airport,Oskarshamn Airport,96.0,SE,nan,OSK,"16.497999, 57.350498"
medium_airport,Kalmar Airport,17.0,SE,nan,KLR,"16.287599563598633, 56.68550109863281"
large_airport,MalmÃ¶ Sturup Airport,236.0,SE,MalmÃ¶,MMX,"13.376197814900001, 55.536305364"
medium_airport,Halmstad Airport,101.0,SE,Halmstad,HAD,"12.820199966430664, 56.69110107421875"
medium_airport,VÃ¤xjÃ¶ Kronoberg Airport,610.0,SE,VÃ¤xjÃ¶,VXO,"14.727999687194824, 56.929100036621094"
medium_airport,Sveg Airport,1178.0,SE,nan,EVG,"14.422900199890137, 62.04779815673828"
medium_airport,GÃ¤llivare Airport,1027.0,SE,GÃ¤llivare,GEV,"20.814599990844727, 67.13240051269531"
closed,Hudiksvall Airport,95.0,SE,Hudiksvall,HUV,"17.0806999207, 61.7681007385"
medium_airport,Kramfors SollefteÃ¥ Airport,34.0,SE,Kramfors / SollefteÃ¥,KRF,"17.76889991760254, 63.04859924316406"
medium_airport,Lycksele Airport,705.0,SE,nan,LYC,"18.71619987487793, 64.54830169677734"
medium_airport,Sundsvall-HÃ¤rnÃ¶sand Airport,16.0,SE,Sundsvall/ HÃ¤rnÃ¶sand,SDL,"17.443899154663086, 62.528099060058594"
medium_airport,ÃrnskÃ¶ldsvik Airport,354.0,SE,ÃrnskÃ¶ldsvik,OER,"18.989999771118164, 63.40829849243164"
medium_airport,Kiruna Airport,1508.0,SE,Kiruna,KRN,"20.336799621582, 67.821998596191"
medium_airport,SkellefteÃ¥ Airport,157.0,SE,SkellefteÃ¥,SFT,"21.076900482177734, 64.62480163574219"
medium_airport,UmeÃ¥ Airport,24.0,SE,UmeÃ¥,UME,"20.282800674438, 63.791801452637"
medium_airport,Vilhelmina Airport,1140.0,SE,nan,VHM,"16.833599090576172, 64.5791015625"
medium_airport,Arvidsjaur Airport,1245.0,SE,Arvidsjaur,AJR,"19.28190040588379, 65.59030151367188"
medium_airport,SÃ¶derhamn Airport,88.0,SE,SÃ¶derhamn,SOO,"17.09910011291504, 61.26150131225586"
medium_airport,Ãre Ãstersund Airport,1233.0,SE,Ãstersund,OSD,"14.50030040741, 63.194400787354"
medium_airport,Ãrebro Airport,188.0,SE,Ãrebro,ORB,"15.038000106811523, 59.22370147705078"
medium_airport,Hagfors Airport,474.0,SE,nan,HFS,"13.578900337219238, 60.02009963989258"
medium_airport,Karlstad Airport,352.0,SE,Karlstad,KSD,"13.337400436400001, 59.444698333699996"
medium_airport,Stockholm VÃ¤sterÃ¥s Airport,21.0,SE,Stockholm / VÃ¤sterÃ¥s,VST,"16.63360023498535, 59.58940124511719"
closed,Birchwood-Pocono Airport,965.0,US,East Stroudsburg,ESP,"-75.2521, 41.0643"
large_airport,LuleÃ¥ Airport,65.0,SE,LuleÃ¥,LLA,"22.121999740601, 65.543800354004"
large_airport,Stockholm-Arlanda Airport,137.0,SE,Stockholm,ARN,"17.918600082397, 59.651901245117"
medium_airport,Stockholm-Bromma Airport,47.0,SE,Stockholm,BMA,"17.941699981689453, 59.354400634765625"
medium_airport,Borlange Airport,503.0,SE,nan,BLE,"15.515199661254883, 60.422000885009766"
small_airport,Hultsfred Airport,366.0,SE,nan,HLF,"15.8233, 57.525799"
medium_airport,GÃ¤vle Sandviken Airport,224.0,SE,GÃ¤vle / Sandviken,GVX,"16.951400756835938, 60.593299865722656"
medium_airport,LinkÃ¶ping City Airport,172.0,SE,LinkÃ¶ping,LPI,"15.680500030500001, 58.4062004089"
medium_airport,NorrkÃ¶ping Airport,32.0,SE,NorrkÃ¶ping,NRK,"16.250600814819336, 58.586299896240234"
medium_airport,Torsby Airport,393.0,SE,nan,TYF,"12.991299629199998, 60.1576004028"
medium_airport,Eskilstuna Airport,139.0,SE,Eskilstuna,EKT,"16.70840072631836, 59.35110092163086"
medium_airport,Visby Airport,164.0,SE,Visby,VBY,"18.346200942993, 57.662799835205"
small_airport,VÃ¤stervik Airport,,SE,VÃ¤stervik,VVK,"16.52359962463379, 57.779998779296875"
medium_airport,Ãngelholm-Helsingborg Airport,68.0,SE,Ãngelholm,AGH,"12.847100257873535, 56.29610061645508"
medium_airport,Storuman Airport,915.0,SE,nan,SQO,"17.69659996032715, 64.96089935302734"
small_airport,Idre Airport,,SE,Idre,IDB,"12.689399719238281, 61.86970138549805"
medium_airport,Pajala Airport,542.0,SE,nan,PJA,"23.068899154663086, 67.24559783935547"
medium_airport,Hemavan Airport,1503.0,SE,nan,HMV,"15.082799911499023, 65.80609893798828"
small_airport,Geladi Airport,1383.0,ET,Geladi,GLC,"46.4213981628, 6.984439849849999"
small_airport,Shire Inda Selassie Airport,6207.0,ET,Shire Indasilase,SHC,"38.272499084472656, 14.078100204467773"
medium_airport,Spangdahlem Air Base,1197.0,DE,Trier,SPM,"6.69250011444, 49.9726982117"
large_airport,Ramstein Air Base,776.0,DE,Ramstein,RMS,"7.600279808044434, 49.4369010925293"
closed,Sembach Air Base,1050.0,DE,Sembach,SEX,"7.866, 49.507"
medium_airport,Celle Airport,129.0,DE,nan,ZCN,"10.022100448608398, 52.59120178222656"
medium_airport,Fritzlar Airport,1345.0,DE,Fritzlar,FRZ,"9.286, 51.1146"
heliport,Illesheim Air Base,1079.0,DE,Storck Barracks,ILH,"10.3880996704, 49.473899841299996"
small_airport,Flugplatz Kitzingen,689.0,DE,Kitzingen,KZG,"10.2006, 49.743099"
medium_airport,Nordholz Naval Airbase,74.0,DE,Cuxhaven,FCN,"8.658499717709999, 53.7677001953"
medium_airport,Geilenkirchen Air Base,296.0,DE,nan,GKE,"6.04242, 50.9608"
medium_airport,Rostock-Laage Airport,138.0,DE,Rostock,RLG,"12.278300285299999, 53.9182014465"
medium_airport,Schleswig Air Base,70.0,DE,Jagel,WBG,"9.51633, 54.459301"
medium_airport,Wiesbaden Army Airfield,461.0,DE,Wiesbaden,WIE,"8.325400352478027, 50.049800872802734"
medium_airport,FÃ¼rstenfeldbruck Air Base,1703.0,DE,FÃ¼rstenfeldbruck,FEL,"11.266944, 48.205555"
medium_airport,Ingolstadt Manching Airport,1202.0,DE,Manching,IGS,"11.534000396728516, 48.7156982421875"
closed,GÃ¼tersloh Air Base,236.0,DE,GÃ¼tersloh,GUT,"8.30633, 51.922798"
medium_airport,Daugavpils Intrenational Airport,398.0,LV,Daugavpils,DGP,"26.6650009155, 55.944721221900004"
medium_airport,LiepÄja International Airport,16.0,LV,LiepÄja,LPX,"21.096900939941406, 56.51750183105469"
large_airport,Riga International Airport,36.0,LV,Riga,RIX,"23.971099853515625, 56.92359924316406"
medium_airport,Ventspils International Airport,19.0,LV,Ventspils,VNT,"21.5442008972, 57.35779953"
closed,RAF Greenham Common,400.0,GB,Berkshire,EWY,"-1.281, 51.379"
seaplane_base,Excursion Inlet Seaplane Base,0.0,US,Excursion Inlet,EXI,"-135.449005, 58.420502"
medium_airport,Kaunas International Airport,256.0,LT,Kaunas,KUN,"24.084800720214844, 54.96390151977539"
small_airport,KlaipÄda Airport,59.0,LT,KlaipÄda,KLJ,"21.242799758900002, 55.7118988037"
medium_airport,Palanga International Airport,33.0,LT,Palanga,PLQ,"21.093900680541992, 55.973201751708984"
medium_airport,PanevÄÅ¾ys Air Base,197.0,LT,PanevÄÅ¾ys,PNV,"24.460800170898438, 55.729400634765625"
medium_airport,Å iauliai International Airport,443.0,LT,Å iauliai,SQQ,"23.395000457763672, 55.89390182495117"
large_airport,Vilnius International Airport,648.0,LT,Vilnius,VNO,"25.285801, 54.634102"
small_airport,Ranger Municipal Airport,1470.0,US,Ranger,RGR,"-98.682800293, 32.4525985718"
medium_airport,Alexander Bay Airport,98.0,ZA,Alexander Bay,ALJ,"16.5333, -28.575001"
medium_airport,Aggeneys Airport,2648.0,ZA,Aggeneys,AGZ,"18.813899993896484, -29.28179931640625"
small_airport,Alldays Airport,2600.0,ZA,Alldays,ADY,"29.0555000305, -22.6790008545"
medium_airport,Bisho Airport,1950.0,ZA,Bisho,BIY,"27.279100418099997, -32.8970985413"
medium_airport,Bram Fischer International Airport,4458.0,ZA,Bloemfontain,BFN,"26.302400589, -29.092699050900002"
small_airport,Bultfontein Airport,4400.0,ZA,Bultfontein,UTE,"26.135835, -28.273369"
small_airport,Arathusa Safari Lodge Airport,1289.0,ZA,Arathusa,ASS,"31.522499, -24.744165"
small_airport,Cradock Airport,3110.0,ZA,Cradock,CDO,"25.6455993652, -32.1567001343"
large_airport,Cape Town International Airport,151.0,ZA,Cape Town,CPT,"18.6016998291, -33.9648017883"
small_airport,Mubatuba Airport,210.0,ZA,Mubatuba,DUK,"32.24810028076172, -28.36840057373047"
small_airport,Zulu Inyala Airport,160.0,ZA,Phinda,PZL,"32.30970001220703, -27.84939956665039"
medium_airport,Ben Schoeman Airport,435.0,ZA,East London,ELS,"27.825899124099998, -33.0355987549"
small_airport,Empangeni Airport,251.0,ZA,Empangeni,EMG,"31.889999389648438, -28.719999313354492"
small_airport,Ellisras Matimba Airport,2799.0,ZA,Ellisras,ELL,"27.68829917907715, -23.726699829101562"
medium_airport,Ficksburg Sentraoes Airport,5315.0,ZA,Ficksburg,FCB,"27.908899307250977, -28.82309913635254"
medium_airport,Grand Central Airport,5325.0,ZA,Midrand,GCJ,"28.1401004791, -25.986299514799995"
large_airport,George Airport,648.0,ZA,George,GRJ,"22.378902, -34.0056"
small_airport,Giyani Airport,1584.0,ZA,Giyani,GIY,"30.649999618530273, -23.283300399780273"
medium_airport,Rand Airport,5483.0,ZA,Johannesburg,QRA,"28.1511993408, -26.2425003052"
small_airport,Hluhluwe Airport,249.0,ZA,Hluhluwe,HLW,"32.2751712799, -28.0166049887"
medium_airport,Harrismith Airport,5585.0,ZA,Harrismith,HRS,"29.106199264526367, -28.23509979248047"
small_airport,Hoedspruit Air Force Base Airport,1743.0,ZA,Hoedspruit,HDS,"31.0487003326, -24.368600845299998"
large_airport,OR Tambo International Airport,5558.0,ZA,Johannesburg,JNB,"28.246, -26.1392"
medium_airport,P C Pelser Airport,4444.0,ZA,Klerksdorp,KXE,"26.718000411987305, -26.8710994720459"
medium_airport,Kimberley Airport,3950.0,ZA,Kimberley,KIM,"24.7651996613, -28.802799224900003"
medium_airport,Kruger Mpumalanga International Airport,2829.0,ZA,Mpumalanga,MQP,"31.1056003571, -25.3831996918"
small_airport,Komatipoort Airport,541.0,ZA,Komatipoort,KOF,"31.93000030517578, -25.44029998779297"
medium_airport,Johan Pienaar Airport,4382.0,ZA,Kuruman,KMH,"23.411399841308594, -27.45669937133789"
medium_airport,Kleinsee Airport,270.0,ZA,Kleinsee,KLZ,"17.093999862700002, -29.6884002686"
closed,Falcon State Airport,358.0,US,Roma,FAL,"-99.13985, 26.5856"
medium_airport,Lanseria Airport,4517.0,ZA,Johannesburg,HLA,"27.9260997772, -25.938499450699997"
medium_airport,Lime Acres Finsch Mine Airport,4900.0,ZA,Lime Acres,LMR,"23.43910026550293, -28.36009979248047"
small_airport,Londolozi Airport,1300.0,ZA,Londolozi,LDZ,"31.4743, -24.7478"
large_airport,King Shaka International Airport,295.0,ZA,Durban,DUR,"31.1197222222, -29.6144444444"
small_airport,Lusikisiki Airport,1831.0,ZA,Lusikisiki,LUJ,"29.58329963684082, -31.36669921875"
small_airport,Louis Trichardt Airport,3025.0,ZA,Louis Trichardt,LCD,"29.864700317382812, -23.061899185180664"
medium_airport,Langebaanweg Airport,108.0,ZA,Langebaanweg,SDB,"18.1602993011, -32.968898773199996"
medium_airport,Ladysmith Airport,3548.0,ZA,Ladysmith,LAY,"29.749700546299998, -28.5816993713"
medium_airport,Malamala Airport,1124.0,ZA,Malamala,AAM,"31.544599533081055, -24.818099975585938"
medium_airport,Margate Airport,495.0,ZA,Margate,MGH,"30.343000412, -30.8574008942"
small_airport,Musina(Messina) Airport,1904.0,ZA,Musina,MEZ,"29.9862003326, -22.356000900299996"
medium_airport,Mmabatho International Airport,4181.0,ZA,Mafeking,MBD,"25.548000335699996, -25.798400878900004"
medium_airport,Riverside Airport,1024.0,ZA,Malelane,LLE,"31.5767002106, -25.4300003052"
small_airport,Mossel Bay Airport,531.0,ZA,Mossel Bay,MZY,"22.058599, -34.158298"
medium_airport,Mkuze Airport,400.0,ZA,Mkuze,MZQ,"32.0443000793457, -27.626100540161133"
medium_airport,Newcastle Airport,4074.0,ZA,Newcastle,NCS,"29.976900100699996, -27.7705993652"
small_airport,Ngala Airport,3357.0,ZA,Ngala,NGL,"31.326, -24.389"
small_airport,Nelspruit Airport,2875.0,ZA,Nelspruit,NLP,"30.9137992859, -25.5"
small_airport,Overberg Airport,52.0,ZA,Overberg,OVG,"20.250699996900003, -34.554901123"
medium_airport,Oudtshoorn Airport,1063.0,ZA,Oudtshoorn,OUH,"22.188999176, -33.6069984436"
large_airport,OR Tambo International Airport,5558.0,ZA,Johannesburg,JNB,"28.246, -26.1392"
small_airport,Port Alfred Airport,275.0,ZA,Port Alfred,AFD,"26.877700805699998, -33.5541992188"
medium_airport,Port Elizabeth Airport,226.0,ZA,Port Elizabeth,PLZ,"25.6173000336, -33.9849014282"
medium_airport,Plettenberg Bay Airport,465.0,ZA,Plettenberg Bay,PBZ,"23.3287234306, -34.0881601675"
medium_airport,Hendrik Van Eck Airport,1432.0,ZA,Phalaborwa,PHW,"31.1553993225, -23.937200546299998"
medium_airport,Port St Johns Airport,1227.0,ZA,Port St Johns,JOH,"29.519800186157227, -31.605899810791016"
small_airport,Prieska Airport,3100.0,ZA,Prieska,PRK,"22.770599365234375, -29.6835994720459"
medium_airport,Pietermaritzburg Airport,2423.0,ZA,Pietermaritzburg,PZB,"30.3987007141, -29.649000167799997"
small_airport,Pilanesberg International Airport,3412.0,ZA,Pilanesberg,NTY,"27.173401, -25.333799"
medium_airport,Polokwane International Airport,4076.0,ZA,Polokwane,PTG,"29.458615, -23.845269"
medium_airport,Potchefstroom Airport,4520.0,ZA,Potchefstroom,PCF,"27.0818996429, -26.670999527"
medium_airport,Queenstown Airport,3637.0,ZA,Queenstown,UTW,"26.882200241088867, -31.92020034790039"
medium_airport,Richards Bay Airport,109.0,ZA,Richards Bay,RCB,"32.0920982361, -28.740999221800003"
small_airport,Reivilo Airport,4715.0,ZA,Reivilo,RVO,"24.172500610351562, -27.547199249267578"
medium_airport,Robertson Airport,640.0,ZA,Robertson,ROD,"19.902799606323242, -33.812198638916016"
medium_airport,Springbok Airport,2690.0,ZA,Springbok,SBU,"17.939599990844727, -29.689300537109375"
medium_airport,Secunda Airport,5250.0,ZA,Secunda,ZEC,"29.170099258399997, -26.52409935"
small_airport,Sabi Sabi Airport,1276.0,ZA,Belfast,GSS,"31.4488477707, -24.947375434199998"
medium_airport,Sishen Airport,3848.0,ZA,Sishen,SIS,"22.9993000031, -27.6485996246"
medium_airport,Skukuza Airport,1020.0,ZA,Skukuza,SZK,"31.5886993408, -24.960899353"
small_airport,Thohoyandou Airport,2021.0,ZA,Thohoyandou,THY,"30.38360023498535, -23.076900482177734"
small_airport,Thaba Nchu Tar Airport,4941.0,ZA,Homeward,TCU,"26.822799682617188, -29.317800521850586"
medium_airport,Tzaneen Airport,1914.0,ZA,Tzaneen,LTA,"30.329299926799997, -23.8243999481"
medium_airport,Prince Mangosuthu Buthelezi Airport,1720.0,ZA,Ulundi,ULD,"31.4165000916, -28.3206005096"
medium_airport,Pierre Van Ryneveld Airport,2782.0,ZA,Upington,UTN,"21.260200500499998, -28.39909935"
medium_airport,K. D. Matanzima Airport,2400.0,ZA,Mthatha,UTT,"28.6733551025, -31.546363184900002"
medium_airport,Vryburg Airport,3920.0,ZA,Vyrburg,VRU,"24.7287998199, -26.9824008942"
medium_airport,Virginia Airport,20.0,ZA,Durban,VIR,"31.058399200439453, -29.770599365234375"
medium_airport,Vredendal Airport,330.0,ZA,Vredendal,VRE,"18.5447998046875, -31.641000747680664"
small_airport,Vryheid Airport,3799.0,ZA,Vryheid,VYD,"30.79640007019043, -27.78689956665039"
medium_airport,Wonderboom Airport,4095.0,ZA,Pretoria,PRY,"28.224199, -25.6539"
medium_airport,Waterkloof Air Force Base,4940.0,ZA,Pretoria,WKF,"28.222499847399998, -25.829999923699997"
medium_airport,Francistown Airport,3283.0,BW,Francistown,FRW,"27.47450065612793, -21.15959930419922"
small_airport,Ghanzi Airport,3730.0,BW,Ghanzi,GNZ,"21.658100128173828, -21.6924991607666"
medium_airport,Jwaneng Airport,3900.0,BW,nan,JWA,"24.69099998474121, -24.6023006439209"
medium_airport,Kasane Airport,3289.0,BW,Kasane,BBK,"25.162399291992188, -17.83289909362793"
small_airport,Khwai River Lodge Airport,3000.0,BW,Khwai River Lodge,KHW,"23.783000946044922, -19.149999618530273"
small_airport,Lobatse Airport,3823.0,BW,Lobatse,LOQ,"25.7139, -25.1981"
medium_airport,Maun Airport,3093.0,BW,Maun,MUB,"23.431100845336914, -19.97260093688965"
small_airport,Orapa Airport,3100.0,BW,Orapa,ORP,"25.3167, -21.266701"
small_airport,Palapye Airport,3000.0,BW,Palapye,QPH,"27.149999618530273, -22.566999435424805"
large_airport,Sir Seretse Khama International Airport,3299.0,BW,Gaborone,GBE,"25.9182, -24.555201"
medium_airport,Sua Pan Airport,2985.0,BW,Sowa,SXN,"26.115801, -20.5534"
medium_airport,Selebi Phikwe Airport,2925.0,BW,nan,PKW,"27.8288, -22.0583"
small_airport,Savuti Airport,3150.0,BW,Savuti,SVT,"24.076700210571, -18.520599365234"
small_airport,Shakawe Airport,3379.0,BW,Shakawe,SWX,"21.832599639892578, -18.373899459838867"
small_airport,Limpopo Valley Airport,1772.0,BW,Tuli Lodge,TLD,"29.126899719199997, -22.189199447599997"
small_airport,Tshabong Airport,3179.0,BW,Tshabong,TBY,"22.399999618530273, -26.033300399780273"
medium_airport,Maya-Maya Airport,1048.0,CG,Brazzaville,BZV,"15.253000259399414, -4.251699924468994"
small_airport,Djambala Airport,2595.0,CG,Djambala,DJM,"14.75, -2.5329999923706055"
small_airport,Kindamba Airport,1460.0,CG,Kindamba,KNJ,"14.517000198364258, -3.950000047683716"
small_airport,Lague Airport,2756.0,CG,Lague,LCO,"14.532999992370605, -2.450000047683716"
small_airport,Mouyondzi Airport,1670.0,CG,Mouyondzi,MUY,"13.96611213684082, -4.01487398147583"
small_airport,Sibiti Airport,1883.0,CG,Sibiti,SIB,"13.350000381469727, -3.683000087738037"
small_airport,Yokangassi Airport,541.0,CG,Nkayi,NKY,"13.286347, -4.223077"
small_airport,Zanaga Airport,1870.0,CG,Zanaga,ANJ,"13.817000389099121, -2.8499999046325684"
small_airport,Mossendjo Airport,1519.0,CG,Mossendjo,MSX,"12.699999809265137, -2.950000047683716"
small_airport,Boundji Airport,1247.0,CG,Boundji,BOE,"15.383000373840332, -1.0329999923706055"
medium_airport,Oyo Ollombo Airport,1073.0,CG,Oyo,OLL,"15.91, -1.226666"
small_airport,Ewo Airport,1503.0,CG,Ewo,EWO,"14.800000190734863, -0.8830000162124634"
small_airport,Gamboma Airport,1509.0,CG,Gamboma,GMM,"15.885237, -1.829403"
small_airport,Impfondo Airport,1099.0,CG,Impfondo,ION,"18.066999435424805, 1.6169999837875366"
small_airport,Kelle Airport,1526.0,CG,Kelle,KEE,"14.532999992370605, -0.08299999684095383"
small_airport,Makoua Airport,1293.0,CG,Makoua,MKJ,"15.583000183105469, -0.017000000923871994"
medium_airport,Owando Airport,1214.0,CG,Owando,FTX,"15.95009994506836, -0.5313500165939331"
small_airport,Souanke Airport,1722.0,CG,Souanke,SOE,"14.133000373840332, 2.066999912261963"
small_airport,Betou Airport,1168.0,CG,Betou,BTB,"18.5, 3.049999952316284"
medium_airport,Ouesso Airport,1158.0,CG,nan,OUE,"16.0379009247, 1.6159900426899998"
small_airport,Makabana Airport,495.0,CG,Makabana,KMK,"12.616999626159668, -3.4830000400543213"
medium_airport,Ngot Nzoungou Airport,1079.0,CG,Dolisie,DIS,"12.6599, -4.20635"
medium_airport,Pointe Noire Airport,55.0,CG,Pointe Noire,PNR,"11.88659954071045, -4.816030025482178"
medium_airport,Matsapha Airport,2075.0,SZ,Manzini,MTS,"31.3075008392334, -26.52899932861328"
medium_airport,King Mswati III International Airport,1092.0,SZ,Manzini,SHO,"31.716944, -26.358611"
small_airport,Fetlar Airport,263.0,GB,Fetlar Island,FEA,"-0.872777777778, 60.6033333333"
small_airport,Carnot Airport,1985.0,CF,Carnot,CRF,"15.894000053405762, 4.936999797821045"
medium_airport,Bangui M'Poko International Airport,1208.0,CF,Bangui,BGF,"18.518800735473633, 4.39847993850708"
small_airport,Bangassou Airport,1706.0,CF,Bangassou,BGU,"22.7810001373291, 4.784999847412109"
small_airport,Birao Airport,1696.0,CF,Birao,IRO,"22.716899871826172, 10.23639965057373"
small_airport,Bambari Airport,1549.0,CF,Bambari,BBY,"20.647499084472656, 5.846940040588379"
small_airport,N'DÃ©lÃ© Airport,1631.0,CF,N'DÃ©lÃ©,NDL,"20.635156631469727, 8.427206039428711"
small_airport,Bouar Airport,3360.0,CF,Bouar,BOP,"15.63700008392334, 5.958000183105469"
small_airport,Bria Airport,1975.0,CF,Bria,BIV,"21.98940086364746, 6.527780055999756"
small_airport,Bossangoa Airport,1637.0,CF,Bossangoa,BSN,"17.429000854492188, 6.492000102996826"
medium_airport,BerbÃ©rati Airport,1929.0,CF,BerbÃ©rati,BBT,"15.786399841308594, 4.2215800285339355"
small_airport,Ouadda Airport,2461.0,CF,Ouadda,ODA,"22.39859962463379, 8.010560035705566"
small_airport,Yalinga Airport,1975.0,CF,Yalinga,AIG,"23.260000228881836, 6.519999980926514"
small_airport,Zemio Airport,1995.0,CF,Zemio,IMO,"25.149999618530273, 5.050000190734863"
small_airport,M'Boki Airport,1969.0,CF,Mboki,MKI,"25.931900024399997, 5.33301019669"
small_airport,Batangafo Airport,1378.0,CF,Batangafo,BTG,"18.308799743652344, 7.314109802246094"
small_airport,Gordil Airport,1427.0,CF,Melle,GDI,"21.728172, 9.581117"
small_airport,Bakouma Airport,1640.0,CF,Bakouma,BMF,"22.801000595092773, 5.693999767303467"
small_airport,Ouanda DjallÃ© Airport,1985.0,CF,Ouanda DjallÃ©,ODJ,"22.783000946044922, 8.899999618530273"
small_airport,RafaÃ¯ Airport,1759.0,CF,RafaÃ¯,RFA,"23.927799224853516, 4.988609790802002"
small_airport,Bouca Airport,1532.0,CF,Bouca,BCF,"18.267000198364258, 6.517000198364258"
small_airport,Bozoum Airport,2215.0,CF,Bozoum,BOZ,"16.3218994140625, 6.344170093536377"
small_airport,AnnobÃ³n Airport,82.0,GQ,San Antonio de PalÃ©,NBN,"5.621944, -1.410277"
medium_airport,Bata Airport,13.0,GQ,nan,BSG,"9.805680274963379, 1.9054700136184692"
small_airport,President Obiang Nguema International Airport,2165.0,GQ,MengomeyÃ©n,GEM,"11.024394, 1.685334"
medium_airport,Malabo Airport,76.0,GQ,Malabo,SSG,"8.708720207214355, 3.755270004272461"
medium_airport,RAF Ascension Island,278.0,SH,Ascension Island,ASI,"-14.3937, -7.9696"
small_airport,St. Helena Airport,1017.0,SH,Jamestown,HLE,"-5.645943, -15.957725"
large_airport,Sir Seewoosagur Ramgoolam International Airport,186.0,MU,Port Louis,MRU,"57.683601, -20.430201"
medium_airport,Sir Charles Gaetan Duval Airport,95.0,MU,Port Mathurin,RRG,"63.361, -19.7577"
small_airport,Finschhafen Airport,60.0,PG,Buki,FIN,"147.85405, -6.621750109"
medium_airport,Diego Garcia Naval Support Facility,9.0,IO,Diego Garcia,NKW,"72.411102, -7.31327"
small_airport,Nkongsamba Airport,2641.0,CM,Nkongsamba,NKS,"9.932999610899998, 4.9499998092699995"
small_airport,Kribi Airport,148.0,CM,Kribi,KBI,"9.9777803421, 2.8738899231"
medium_airport,Tiko Airport,151.0,CM,Tiko,TKC,"9.360529899600001, 4.08919000626"
medium_airport,Douala International Airport,33.0,CM,Douala,DLA,"9.719479560849999, 4.0060801506"
small_airport,Mamfe Airport,413.0,CM,Mamfe,MMF,"9.306389808654785, 5.704170227050781"
small_airport,Bali Airport,4465.0,CM,Bali,BLC,"10.0338888889, 5.89527777778"
small_airport,KaÃ©lÃ© Airport,1276.0,CM,KaÃ©lÃ©,KLE,"14.445599555969238, 10.092499732971191"
small_airport,Batouri Airport,2152.0,CM,Batouri,OUR,"14.362500190734863, 4.474999904632568"
small_airport,Yagoua Airport,,CM,Yagoua,GXX,"15.237199783325195, 10.356100082397461"
medium_airport,Salak Airport,1390.0,CM,Maroua,MVR,"14.257399559020996, 10.451399803161621"
medium_airport,Foumban Nkounja Airport,3963.0,CM,Foumban,FOM,"10.750800132751465, 5.636919975280762"
medium_airport,N'GaoundÃ©rÃ© Airport,3655.0,CM,N'GaoundÃ©rÃ©,NGE,"13.559200286865234, 7.3570098876953125"
small_airport,Bertoua Airport,2133.0,CM,Bertoua,BTA,"13.726099967956543, 4.548610210418701"
medium_airport,Garoua International Airport,794.0,CM,Garoua,GOU,"13.370100021362305, 9.33588981628418"
small_airport,Dschang Airport,4593.0,CM,Dschang,DSC,"10.067000389099121, 5.449999809265137"
medium_airport,Bafoussam Airport,4347.0,CM,Bafoussam,BFX,"10.354599952700001, 5.536920070650001"
medium_airport,Bamenda Airport,4065.0,CM,Bamenda,BPC,"10.122599601745605, 6.039239883422852"
